id,text,source,language_tag,concept,sentiment,shop_location,decision_or_recommendation
90,The regulation states that “any food business operator shall not sell food in premises that are not effectively separated from urinals or waste.” The shop’s food display is directly above a shared bathroom.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,food_display_separation,stressed,rural_india,Relocate the display to a different wall or install a solid barrier between it and the bathroom.
91,A small bakery must ensure that “all lighting fixtures in food‑handling areas are safety‑type and protected.” The shop uses exposed bulb sockets.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,safety_lighting,cautious,semi_urban_india,"Replace exposed sockets with sealed, waterproof fixtures suitable for wet areas."
92,The regulation requires “cleaning chemicals must be stored separately from food items in clearly labeled containers.” The vendor keeps detergent bottles on the same shelf as spices.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,chemical_storage,anxious,urban_india,Install a locked cabinet for cleaning agents away from food storage.
93,"The shop must keep a “record of pest‑control chemicals, dates, and frequency.” The owner only writes “sprayed” on a sticky note.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_control_record_detail,anxious,semi_urban_india,"Use a pre‑printed logbook to note product name, concentration, date, and area treated."
94,"A small food stall must ensure that “no smoking, chewing, or spitting is allowed in the premises.” The owner notices customers chewing betel leaf near the counter.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,no_chewing_in_premises,cautious,urban_india,Post a “No Chewing/Smoking” sign and politely ask customers to comply.
95,"The regulation requires that “all food‑handling surfaces be smooth, non‑porous, and easy to clean.” The shop uses cracked tiles on the floor.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,floor_tile_condition,stressed,rural_india,"Replace cracked tiles with seamless, washable flooring material."
96,The shop must have “adequate drainage” to prevent water pooling. The vendor’s sink often overflows during peak hours.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,drainage_efficiency,anxious,semi_urban_india,Upgrade the sink drain to a larger pipe and install an overflow alarm.
97,The regulation mandates “a display board with do’s & don’ts for workers” in the premises. The shop currently has no such board.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,worker_notice_board,neutral,urban_india,Create a simple poster with hygiene rules and hang it near the staff entrance.
98,A small retailer must ensure “no animal or bird can enter the food preparation area.” The vendor’s shop has an open window without a screen.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,insect_screen_requirement,cautious,semi_urban_india,Fit fine‑mesh screens on all windows and doors.
99,The regulation requires that “all equipment used for food must not impart metallic contamination.” The shop’s old metal grinder sometimes leaves metal shavings.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,equipment_metal_contamination,stressed,rural_india,Replace the grinder with a food‑grade stainless‑steel model.
100,"The shop must keep “a register of all raw‑material receipts, including batch numbers and dates.” The owner only notes the total quantity purchased.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,raw_material_batch_register,anxious,semi_urban_india,"Record each purchase with supplier name, batch/lot number, and receipt date in a ledger."
101,The regulation states that “any licence holder must display the licence on a photo‑ID card.” The owner has only a printed copy.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,licence_photo_id,cautious,urban_india,Request a photo‑ID card from the Licensing Authority and display it prominently.
102,A small confectionery must ensure “temperature control for chocolate tempering” to avoid spoilage. The shop lacks a calibrated thermometer.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,temperature_control_chocolate,anxious,semi_urban_india,Purchase a digital thermometer and log tempering temperatures for each batch.
103,The regulation requires “all food business operators to submit an annual return (Form D‑1) by May.” The shop misses the deadline and faces a penalty.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,annual_return_deadline,stressed,urban_india,Set a yearly reminder for April 15 to prepare and submit Form D‑1 before May.
104,The shop must keep “a record of cleaning schedules for equipment and premises.” The owner cleans irregularly and has no schedule.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,cleaning_schedule_log,anxious,semi_urban_india,Draft a weekly cleaning checklist and sign off after each task.
105,The regulation mandates “that all food handlers must wear clean aprons and headcovers.” The vendor’s staff sometimes work without aprons.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,apron_headcover_policy,cautious,urban_india,Provide a fresh apron and headcover for each shift and enforce its use.
106,A small shop must ensure “that no food is stored in containers made of cadmium‑containing material.” The owner uses cheap metal tins for sweets.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,cadmium_container_prohibition,stressed,rural_india,Switch to food‑grade stainless‑steel or glass containers for storage.
107,The regulation requires “a licence to be valid for 1–5 years as chosen by the operator.” The owner initially chose a 1‑year term and now faces frequent renewal paperwork.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,licence_term_selection,hopeful,semi_urban_india,"Apply for a longer licence term (e.g., 3 years) to reduce renewal frequency."
108,"The shop must “maintain a register of all pest‑control chemicals used, with dates and quantities.” The owner only keeps receipts.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_chemical_register,anxious,urban_india,"Create a simple table listing each chemical, batch number, date applied, and amount used."
109,The regulation states that “any change in the licence‑certified activity must be communicated before the change occurs.” The owner adds a new ready‑to‑eat salad without notifying the authority.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,unnotified_activity_change,stressed,semi_urban_india,Submit a formal change request describing the new salad line before production begins.
110,The shop must ensure “all water used for washing raw materials is potable.” The vendor sometimes uses water from a nearby pond.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,nonpotable_water_use,anxious,rural_india,Install a filtration system and only use treated water for washing foods.
111,The regulation requires “that all food handlers avoid touching their face or hair while handling food.” The staff often rubs their eyes.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,face_touch_prohibition,cautious,urban_india,Conduct brief training on hand hygiene and provide disposable gloves.
112,"A small retailer must “maintain a register of raw‑material procurement source, including supplier details.” The owner buys spices from a market stall with no formal name.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,informal_supplier_record,stressed,semi_urban_india,"Record the stall owner’s name, location, and contact number for each purchase."
113,The regulation mandates “that all equipment be placed well away from walls for inspection.” The shop’s deep‑fryer is flush against the wall.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,equipment_wall_clearance,cautious,urban_india,Re‑position the fryer to allow at least 30 cm clearance on all sides.
114,The shop must keep “a record of any food‑borne disease incidents among staff.” The owner has never documented a single case.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,disease_incident_log,anxious,semi_urban_india,"Start a health incident register and note dates, symptoms, and actions taken."
115,A small food stall must ensure “no animal waste or foul matter is stored near food.” The vendor keeps a bucket of waste under the counter.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,waste_near_food_prohibition,stressed,urban_india,"Relocate waste containers to a separate, covered area away from the preparation zone."
116,The regulation requires “all food‑handling personnel to be medically fit.” The owner’s assistant has a chronic cough but continues to work.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,employee_medical_fitness,anxious,semi_urban_india,Obtain a medical fitness certificate for the assistant and reassign them away from food handling.
117,"The shop must “display a notice board containing separate lists of articles cooked in ghee, oil, or vanaspati.” The owner has never prepared such a board.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,ghee_oil_notice_board,cautious,urban_india,Create a simple chart listing each item and the fat used; hang it near the serving counter.
118,The regulation mandates “that all food business operators shall not sell food items that have not been approved for safety.” The vendor plans to introduce a new spice blend not listed in any standard.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,unapproved_spice_introduction,anxious,semi_urban_india,Seek approval from the Food Safety Authority before launching the new spice blend.
119,A small retailer must “maintain a register of all food safety audits and their outcomes.” The shop has never been audited.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,audit_register,neutral,urban_india,Schedule an internal audit quarterly and log findings in a dedicated notebook.
120,The regulation requires “that all food containers be covered or sealed to protect from dust and insects.” The vendor leaves open bowls of chutney on the counter.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,container_cover_requirement,cautious,semi_urban_india,Use lidded containers or cover bowls with clean cloths when not being served.
121,"The shop must “ensure that the water used for cleaning is potable and, if required, tested chemically and bacteriologically.” The owner never tests the water.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,water_testing_requirement,anxious,rural_india,Send water samples to a certified lab twice a year and keep the reports.
122,The regulation mandates “that all food handlers must wash hands with soap before and after using the toilet.” The shop’s hand‑washing station lacks soap.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,missing_soap_handwash,stressed,urban_india,Install a soap dispenser and ensure it is refilled daily.
123,A small food business must “maintain a register of all recall actions taken.” The owner has never recalled a product.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,recall_action_register,neutral,semi_urban_india,Prepare a simple recall log template and fill it out if a recall ever occurs.
124,The regulation requires “that all food‑handling equipment be made of corrosion‑free material.” The shop’s metal shelves rust in the humid season.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,rusting_shelves,anxious,rural_india,Replace rusted shelves with stainless‑steel or coated alternatives.
125,The shop must “maintain a record of all temperature‑controlled storage units.” The owner only has a handwritten note of the fridge temperature.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,temperature_storage_record,cautious,semi_urban_india,Install a digital temperature logger and export daily readings.
126,The regulation mandates “that all food business operators shall ensure that no product other than that indicated in the licence is produced.” The vendor occasionally sells a homemade jam not listed.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,unlisted_product_production,anxious,urban_india,Apply for an amendment to the licence before producing the jam.
127,A small retailer must “ensure that all waste water disposal complies with the State Pollution Control Board.” The shop drains directly into a nearby ditch.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,waste_water_pcb_compliance,stressed,rural_india,Connect to the municipal sewer or install a small septic tank approved by the board.
128,The regulation requires “that all food business operators display a true copy of the licence at a prominent place.” The owner keeps the licence in a drawer.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,licence_display_prominent,anxious,semi_urban_india,Mount the licence on the wall near the entrance where customers can see it.
129,The shop must “maintain a register of all medical fitness certificates of food handlers.” The owner has no such register.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,medical_certificate_register,anxious,urban_india,Create a binder for each staff member’s certificate and update it annually.
130,The regulation mandates “that all food business operators shall have a designated officer to oversee compliance.” The shop has no such officer.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,designated_officer_assignment,cautious,semi_urban_india,Appoint an experienced senior employee as interim compliance officer.
131,The shop must “ensure that all containers used for cleaning chemicals are clearly labelled.” The owner stores detergent in a reused food jar.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,chemical_container_labeling,anxious,urban_india,"Transfer chemicals to dedicated, labeled containers and keep them separate from food items."
132,The regulation requires “that all food handlers be provided with clean protective clothing.” The vendor’s staff uses their own dirty clothes.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,protective_clothing_provision,stressed,semi_urban_india,Supply each worker with a fresh apron and cap for each shift.
133,A small retailer must “maintain a record of any improvement notices issued and the actions taken.” The owner never documents the notice.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,improvement_notice_log,anxious,rural_india,"Create a logbook to record notice dates, required actions, and completion dates."
134,The regulation mandates “that any licence suspension must be recorded with reasons and communicated to the operator.” The shop receives a suspension without a written reason.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,suspension_reason_documentation,stressed,urban_india,Request a written statement of reasons from the licensing authority immediately.
135,The shop must “ensure that all food‑handling surfaces are cleaned with effective disinfectant.” The vendor uses only water to wipe counters.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,surface_disinfection,cautious,semi_urban_india,Adopt a routine that uses a registered food‑grade disinfectant after each cleaning.
136,"A small food outlet must “maintain a register of all raw‑material receipts, including batch numbers.” The owner only notes the total weight of flour purchased.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,raw_material_batch_tracking,anxious,rural_india,"Record supplier name, batch/lot number, and receipt date for each flour purchase."
137,The regulation requires “that all food‑handling staff wash hands with soap before starting work and after using the toilet.” The shop’s staff sometimes skip hand‑washing.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,hand_washing_compliance,anxious,urban_india,Place visual reminders at the sink and enforce a sign‑off before each shift.
138,The shop must “ensure that all food containers are covered to prevent contamination.” The vendor leaves open jars of pickles on the shelf.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,container_covering,cautious,semi_urban_india,Use airtight lids or clean cloth covers for all open jars when not being served.
139,The regulation mandates “that all equipment be placed well away from walls for inspection.” The shop’s dough mixer is flush against the wall.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,equipment_wall_spacing,cautious,urban_india,Re‑arrange the layout to provide at least 30 cm clearance around the mixer.
140,"A small retailer must “maintain a register of all pest‑control activities, including dates and chemicals used.” The owner only writes “sprayed” on a scrap paper.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_control_activity_log,anxious,semi_urban_india,Use a pre‑printed pest‑control logbook to capture detailed information each time.
141,The regulation requires “that any change in the licence‑certified activity be approved before implementation.” The shop adds a new fried snack without approval.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,unapproved_activity_change,stressed,urban_india,Submit a formal amendment request describing the new snack before selling it.
142,The shop must “ensure that all water used for food preparation is potable.” The vendor sometimes uses rainwater stored in a barrel.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,nonpotable_water_use,anxious,rural_india,Treat rainwater with filtration and disinfection before using it for food.
143,The regulation mandates “that all food handlers avoid touching their face while working.” The staff frequently rubs their eyes.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,face_touch_prohibition,cautious,urban_india,Conduct brief hygiene training and post reminder signs near workstations.
144,A small shop must “maintain a record of any food‑borne disease incidents among employees.” The owner has never logged a single case.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,disease_incident_record,anxious,semi_urban_india,"Start a health incident register noting date, symptoms, and actions taken."
145,The regulation requires “that all food‑handling areas be separate from waste disposal zones.” The vendor’s trash bin is placed next to the cooking table.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,waste_separation,stressed,urban_india,Relocate the trash bin to a covered area at least 2 m away from food preparation.
146,The shop must “ensure that all employees are medically fit for food handling.” The owner discovers a worker with a contagious skin infection.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,employee_medical_clearance,anxious,semi_urban_india,Require a medical certificate and reassign the worker away from food contact.
147,The regulation mandates “that all food containers be made of non‑toxic material and not impart taste.” The vendor uses low‑grade plastic tubs for sweets.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,non_food_grade_containers,stressed,rural_india,Replace plastic tubs with food‑grade BPA‑free containers.
148,"A small retailer must “display a notice board listing items cooked in ghee, oil, or vanaspati.” The shop has never displayed such a board.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,ghee_oil_notice_requirement,cautious,urban_india,Create a simple board with each item and the fat used; place it near the ordering counter.
149,The regulation requires “that all food‑handling staff wash hands with soap before and after using the restroom.” The shop’s sink lacks a hand‑dryer.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,hand_drying_facility,anxious,semi_urban_india,Install paper‑towel dispensers or a hand‑drying machine next to the sink.
150,"The shop must “maintain a register of raw‑material procurement, including source and quality certificates.” The vendor buys spices from a local market without certificates.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,raw_material_quality_record,stressed,rural_india,Request certificates from suppliers and file them in a procurement binder.
151,The regulation mandates “that all food business operators keep a record of any recall actions taken.” The shop has never recalled a product but wants to be prepared.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,recall_action_preparedness,hopeful,semi_urban_india,Draft a recall SOP template and keep it ready for immediate use.
152,The shop must “ensure that all equipment is corrosion‑free and easy to clean.” The vendor’s metal grinder shows rust spots.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,equipment_corrosion,anxious,rural_india,Replace the rusted grinder with a stainless‑steel model.
153,The regulation requires “that all food handlers avoid wearing false nails or loose jewellery.” The staff often wears rings while handling dough.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,jewellery_policy,cautious,urban_india,Enforce a no‑jewellery rule during food preparation and provide band‑aids for necessary medical wear.
154,A small retailer must “maintain a register of temperature logs for all cold‑storage units.” The owner writes temperatures on a loose sheet that gets lost.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,temperature_log_management,anxious,semi_urban_india,Use a bound logbook or digital app to record and back up temperature data daily.
155,The regulation mandates “that all food‑handling areas have adequate ventilation and airflow from clean to dirty zones.” The shop’s kitchen exhaust is blocked.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,ventilation_blockage,stressed,urban_india,Clean or repair the exhaust fan to ensure proper airflow direction.
156,The shop must “ensure that all cleaning chemicals are stored separately from food items.” The vendor keeps bleach in the same cabinet as spices.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,chemical_food_separation,anxious,semi_urban_india,"Relocate cleaning agents to a locked, labelled cabinet away from food storage."
157,The regulation requires “that all food handlers wash hands with soap before handling food and after any restroom use.” The staff sometimes skips washing due to rush.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,hand_wash_adherence,anxious,urban_india,Install a timer at the sink to ensure a minimum 20‑second wash and monitor compliance.
158,"A small retailer must “maintain a register of all pest‑control chemicals, dates, and quantities used.” The owner only notes “pesticide used” without details.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_chemical_detail_log,anxious,semi_urban_india,"Use a detailed logbook capturing product name, batch, dosage, and application area."
159,"The regulation mandates “that all food‑handling surfaces be smooth, non‑porous, and easy to clean.” The shop’s wooden chopping board shows cracks.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,wooden_board_cracks,stressed,rural_india,Replace the wooden board with a food‑grade plastic or stainless‑steel cutting board.
160,The shop must “ensure that all water used for washing raw materials is potable and tested.” The vendor uses water from a communal well without testing.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,well_water_testing,anxious,rural_india,Submit water samples to a lab quarterly and keep the certificates on file.
161,The regulation requires “that any licence holder display the licence at a prominent place at all times.” The owner keeps the licence in a file cabinet.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,licence_prominent_display,anxious,semi_urban_india,Mount the licence on the wall near the cash counter where customers can see it.
162,A small food stall must “keep a register of all raw‑material receipts with batch numbers.” The vendor only records the total weight of rice purchased.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,raw_material_batch_record,anxious,rural_india,"Write down supplier name, batch/lot number, and receipt date for each rice purchase."
163,The regulation mandates “that all food business operators have a technical person with a degree in food technology.” The shop lacks such a person.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,technical_person_absence,stressed,semi_urban_india,Hire a part‑time consultant with the required qualification to fulfill the role.
164,The shop must “ensure that all food handlers are medically fit and free from infectious diseases.” The owner discovers a worker with a skin infection.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,infected_worker_policy,anxious,urban_india,Require a medical clearance before allowing the worker to return to food contact duties.
165,The regulation requires “that all equipment be placed away from walls to allow proper inspection and cleaning.” The vendor’s deep‑fryer is flush against the wall.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,equipment_wall_clearance_fryer,cautious,semi_urban_india,Move the fryer to provide at least 30 cm clearance on all sides.
166,"A small retailer must “maintain a register of all pest‑control activities, including dates and chemicals used.” The owner keeps only receipts.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,pest_control_activity_detail,anxious,urban_india,Use a dedicated logbook to record each pest‑control event with full details.
167,"The regulation mandates “that all food‑handling staff avoid smoking, chewing, and spitting in the premises.” The vendor often sees staff smoking near the counter.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,smoking_prohibition,stressed,semi_urban_india,Designate a smoking area away from the shop and enforce the rule.
168,The shop must “ensure that all containers used for food are covered to prevent contamination.” The owner leaves open jars of pickle on the shelf.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,uncovered_containers,cautious,rural_india,Use airtight lids or clean cloth covers for all open jars when not being served.
169,The regulation requires “that all water used for cleaning be hot enough for disinfection.” The vendor’s sink water never exceeds 40 °C.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,insufficient_hot_water,anxious,semi_urban_india,Install a water heater set to at least 65 °C for cleaning purposes.
170,A small food business must “maintain a record of any recall actions and the distributors contacted.” The owner has never documented a recall.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,recall_action_documentation,hopeful,urban_india,Prepare a recall log template and fill it out if a recall ever occurs.
171,The regulation mandates “that all food handlers wash hands with soap before starting work and after using the toilet.” The shop lacks soap dispensers.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,missing_soap_dispenser,stressed,semi_urban_india,Install wall‑mounted soap dispensers at each hand‑washing station.
172,The shop must “ensure that all equipment is made of corrosion‑free material and easy to clean.” The vendor’s metal ladle shows rust.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,rusted_equipment,anxious,rural_india,Replace the rusted ladle with a stainless‑steel version.
173,The regulation requires “that all food‑handling areas have adequate ventilation to prevent steam and odour buildup.” The shop’s kitchen has poor airflow.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,poor_ventilation,stressed,urban_india,Install an additional exhaust fan or improve existing ventilation ducts.
174,"A small retailer must “maintain a register of all raw‑material receipts, including source and batch numbers.” The owner only notes the total quantity of oil bought.","FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,oil_batch_record,anxious,semi_urban_india,"Record supplier name, batch/lot number, and purchase date for each oil delivery."
175,The regulation mandates “that all food handlers avoid wearing false nails or loose jewellery.” The staff frequently wear bracelets while preparing snacks.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,jewellery_restriction_staff,cautious,urban_india,Enforce a dress code prohibiting jewellery during food handling.
176,The shop must “ensure that all waste water is treated or disposed of according to local pollution‑control board standards.” The vendor drains directly into a nearby stream.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,improper_waste_water_disposal,stressed,rural_india,Connect to the municipal sewer system or install a small septic tank approved by the board.
177,The regulation requires “that all food‑handling surfaces be smooth and non‑porous.” The vendor’s countertop has cracks and stains.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,cracked_countertop,anxious,semi_urban_india,"Replace the countertop with a seamless, washable material like stainless steel."
178,A small shop must “maintain a register of all medical fitness certificates of food handlers.” The owner has no such register.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,medical_certificate_registry,anxious,urban_india,"Create a binder and file each employee’s certificate, updating annually."
179,The regulation mandates “that all food business operators display a true copy of the licence at a prominent place.” The shop’s licence is hidden in a drawer.,"FOOD SAFETY AND STANDARDS (LICENSING AND REGISTRATION OF FOODBUSINESSES), REGULATIONS 2011",en,licence_hidden,anxious,semi_urban_india,Mount the licence on a visible wall near the entrance.
